credit_score,annual_income,debt_to_income,employment_length,loan_amount,interest_rate,home_ownership,loan_purpose,loan_status
655.26301,82837.282306,0.01,21.94859,22206.852588,7.09603,RENT,debt_consolidation,1
706.501075,57384.918128,0.138639,2.329795,23969.544537,15.553954,OWN,medical,1
758.04361,55058.632774,0.046849,3.059003,14082.022559,9.145776,OWN,credit_card,1
641.666061,81677.902849,0.200793,1.962093,43800.814421,8.583817,MORTGAGE,other,1
665.147282,45142.386912,0.17155,1.009893,16292.495368,5.0,RENT,debt_consolidation,0
591.493202,61962.144809,0.051772,0.772548,8677.993713,12.999491,RENT,credit_card,1
584.30347,46076.896749,0.270367,14.509315,12839.744664,5.324916,RENT,home_improvement,1
745.002066,57481.44101,0.527924,21.64174,17258.734913,8.374094,MORTGAGE,debt_consolidation,1
788.499202,34556.287851,0.667897,0.229746,44170.037424,13.058829,MORTGAGE,debt_consolidation,1
674.23919,15000.0,0.06145,0.81463,21384.302442,13.526724,RENT,debt_consolidation,0
760.282632,45226.229794,0.309057,2.754109,19335.464871,8.719035,RENT,home_improvement,1
708.930882,115110.622718,0.352707,1.031023,9190.591738,10.530463,MORTGAGE,car,1
628.39042,85453.636214,0.403593,2.261843,38171.246925,7.945919,RENT,major_purchase,1
708.911648,87486.38767,0.214433,0.69112,13955.563043,9.080611,MORTGAGE,car,1
803.042925,102917.032518,0.340844,3.048736,20536.940081,11.931753,MORTGAGE,major_purchase,1
677.133917,51699.043253,0.412361,1.585174,62076.833936,9.244237,MORTGAGE,major_purchase,0
805.171492,55181.852792,0.572436,2.16859,31449.373195,10.145247,RENT,credit_card,1
470.420392,33840.340061,0.292979,0.495306,7046.047967,5.873527,OWN,credit_card,0
745.7522,40552.645035,0.03928,2.794201,6382.676705,14.965347,RENT,credit_card,1
686.963765,70930.988464,0.223258,20.449058,21056.881229,12.785233,OWN,other,1
656.079412,100944.956519,0.339907,1.993687,9424.62826,13.775169,RENT,debt_consolidation,1
687.340862,45086.233482,0.183681,10.454708,34682.229734,15.516489,OWN,debt_consolidation,1
520.994487,37417.225083,0.388566,9.263893,22687.834744,8.111755,MORTGAGE,medical,0
662.426249,49036.332176,0.084627,15.18886,24729.925261,9.745619,RENT,debt_consolidation,1
708.569006,70313.848464,0.643405,7.805847,13430.449689,5.0,OWN,car,1
798.231524,20613.203794,0.179705,5.388123,74530.860888,21.99148,MORTGAGE,other,1
638.538383,15000.0,0.099045,9.710044,100000.0,10.476451,RENT,debt_consolidation,0
615.320512,35230.867337,0.132015,0.393294,18123.970777,14.635548,RENT,home_improvement,0
639.859437,23566.289161,0.486524,3.107209,28201.416154,6.666436,MORTGAGE,other,0
753.232169,36138.565894,0.142147,22.66715,23580.895257,14.487359,MORTGAGE,debt_consolidation,1
706.300089,44861.345849,0.320323,7.339695,18365.316566,17.501568,MORTGAGE,other,1
637.619184,37348.609262,0.58349,16.360774,12302.412651,10.789017,MORTGAGE,other,1
721.061395,117181.643764,0.127769,7.562335,10306.421317,7.461915,MORTGAGE,debt_consolidation,1
687.766204,59637.917997,0.511164,10.392489,9947.553436,10.514213,MORTGAGE,debt_consolidation,0
757.491599,58705.26034,0.408754,6.129893,29250.970099,5.0,MORTGAGE,debt_consolidation,1
623.835752,71205.424865,0.040629,7.146051,15309.485234,10.867397,RENT,debt_consolidation,1
653.787028,24752.954369,0.438401,3.70306,3623.497523,13.873385,OWN,debt_consolidation,0
648.631348,91442.631131,0.443527,12.900772,30073.532784,10.874848,RENT,other,1
562.918804,46842.276965,0.03593,8.715958,21444.363207,10.005512,RENT,credit_card,1
703.689622,73297.982993,0.259969,9.285811,56538.160769,12.846488,MORTGAGE,major_purchase,0
700.884422,25767.921902,0.288496,5.589115,28600.677289,13.114087,RENT,debt_consolidation,1
680.409077,19297.768383,0.209069,1.816196,7823.822169,5.190331,RENT,credit_card,1
661.233029,80076.186747,0.185103,0.1814,4624.975495,11.31088,RENT,home_improvement,1
566.770341,61441.803158,0.071877,13.71749,13311.310029,19.525948,MORTGAGE,major_purchase,1
646.348374,28531.644037,0.347725,4.4109,14220.285856,6.327443,OWN,credit_card,0
652.582839,29091.524349,0.01,1.770128,42625.649018,10.701034,MORTGAGE,credit_card,0
615.817818,96303.589444,0.270757,0.80751,21890.112884,17.796111,MORTGAGE,major_purchase,0
667.097143,24013.053667,0.20617,8.845779,48707.190579,14.864613,RENT,debt_consolidation,1
712.324069,131347.764027,0.235389,9.055329,8713.395743,9.203112,RENT,debt_consolidation,1
830.894872,28556.148737,0.370279,8.423717,43290.35189,11.721474,RENT,credit_card,1
693.966225,71900.259679,0.207441,5.179352,36486.310244,10.992609,RENT,other,1
700.604031,40248.536203,0.332001,2.278653,5362.771128,8.381749,RENT,debt_consolidation,1
674.044327,70397.459768,0.243556,1.812533,55594.107193,10.740118,RENT,credit_card,1
526.498303,35366.898772,0.182929,0.042958,23515.638438,10.020119,RENT,credit_card,1
677.87889,44459.06941,0.265448,8.967031,28982.02684,11.394621,MORTGAGE,medical,0
684.818417,50239.23154,0.371297,0.457467,12022.951431,8.380659,OWN,debt_consolidation,1
850.0,26867.899518,0.339343,4.981474,53780.859369,6.531836,OWN,debt_consolidation,1
664.611123,76457.828567,0.016109,3.506652,9603.696635,10.855517,MORTGAGE,credit_card,1
704.123787,36028.726592,0.37004,3.740017,39437.184248,17.002914,RENT,credit_card,0
677.223058,42737.842621,0.309331,13.06685,39121.412609,11.28771,MORTGAGE,other,1
586.505757,26994.552766,0.034377,0.160628,11137.608352,9.839422,RENT,home_improvement,1
771.425825,15000.0,0.40807,7.422673,88288.180335,13.6393,MORTGAGE,other,1
740.154643,43712.236024,0.286911,0.26728,25901.856798,10.445881,MORTGAGE,major_purchase,1
743.282556,208473.925108,0.627357,0.194503,34812.257376,17.538115,MORTGAGE,medical,1
607.249004,78492.830841,0.130003,2.808996,7562.941216,10.986306,OWN,credit_card,1
792.223545,48457.566293,0.36835,0.325761,96994.640376,13.45174,MORTGAGE,vacation,1
567.851915,41867.514816,0.206818,7.782898,9346.994641,8.358885,MORTGAGE,debt_consolidation,1
726.948568,49686.052341,0.50176,3.770467,45135.326111,12.760812,RENT,home_improvement,1
850.0,68068.611567,0.257045,0.147344,10978.123485,11.962827,OWN,credit_card,1
600.757094,24137.267897,0.604134,0.206718,14281.322419,10.802229,RENT,other,0
634.696182,95663.587276,0.078468,4.742372,38258.759926,9.243848,OWN,credit_card,1
687.972109,75299.501175,0.295595,8.202368,45219.645194,8.766894,RENT,other,1
639.721948,75426.310249,0.368478,2.879484,9046.208744,11.988234,RENT,medical,0
555.946926,63773.016646,0.393107,4.043696,47255.792516,13.201287,MORTGAGE,other,1
685.485038,49601.184557,0.529186,8.042928,45774.678526,10.55493,RENT,other,0
595.015703,73402.754532,0.309966,4.714536,11423.553664,12.005438,OWN,debt_consolidation,1
717.887394,69918.704388,0.056776,1.272915,67444.027828,10.867299,RENT,debt_consolidation,1
606.446061,39639.270036,0.1555,4.747325,7944.218102,11.344841,OWN,car,1
803.994752,34746.667123,0.094994,4.948065,14223.61929,10.298443,MORTGAGE,home_improvement,1
617.339737,52110.0849,0.659463,6.623306,30800.981547,11.062904,MORTGAGE,credit_card,0
654.235079,124170.647857,0.23493,4.849436,12118.683125,20.443142,RENT,credit_card,1
745.081377,23307.623027,0.202478,17.408047,26493.994403,12.09072,RENT,debt_consolidation,1
581.530855,20322.518594,0.341199,1.098798,26075.546937,13.258539,OWN,credit_card,1
698.196795,54114.448788,0.371293,15.088936,19322.934994,12.533083,RENT,credit_card,1
784.57142,50540.618622,0.257904,3.864627,39445.702186,10.080141,RENT,debt_consolidation,1
551.401341,54393.775135,0.328436,5.57304,18772.483727,15.528962,MORTGAGE,debt_consolidation,1
694.770709,56747.785851,0.419732,0.523812,25902.085046,9.980927,MORTGAGE,credit_card,0
700.790624,42876.477616,0.130841,2.394826,49144.996228,14.692691,RENT,credit_card,0
742.54583,119840.630889,0.327506,7.334901,38310.540532,9.830276,RENT,debt_consolidation,1
581.043943,18759.538329,0.309067,6.136395,38185.536742,7.640096,RENT,credit_card,0
574.363471,29819.021825,0.443296,0.204836,9853.423906,12.278887,OWN,medical,1
721.755325,46075.984236,0.451954,3.954839,31804.237126,7.133661,RENT,credit_card,1
703.758774,18289.578821,0.176625,0.462102,11909.013702,12.874741,OTHER,major_purchase,1
700.039428,44112.009884,0.06629,27.430987,8982.284379,6.820445,RENT,medical,1
707.715857,132837.53238,0.266057,11.37955,20948.148777,9.883472,RENT,debt_consolidation,0
625.598022,49638.990018,0.350136,0.10653,11695.896928,5.988946,MORTGAGE,debt_consolidation,1
698.580296,56298.352084,0.516096,9.782566,38308.703822,20.884585,RENT,credit_card,0
703.445798,23014.992742,0.109706,12.59312,38955.483396,5.211142,MORTGAGE,credit_card,1
622.851887,33866.552527,0.06264,2.181283,5814.79979,11.034348,OWN,credit_card,1
829.261961,39139.29278,0.132557,6.355937,12334.903705,15.001565,RENT,debt_consolidation,1
717.906634,40512.706391,0.058328,2.917911,7927.946515,14.627351,MORTGAGE,home_improvement,1
584.69572,105766.200036,0.325403,5.324425,15933.187967,13.979697,RENT,debt_consolidation,1
732.524289,68501.754457,0.288605,2.079982,30291.516503,9.889701,RENT,car,0
602.025466,25162.881363,0.353183,1.947166,18590.357871,15.728811,RENT,debt_consolidation,0
742.966768,56834.730315,0.133989,2.762006,14576.53804,14.196869,OWN,medical,1
772.687646,66100.59644,0.406785,0.78659,54727.60751,11.743049,RENT,debt_consolidation,1
614.345415,97157.574916,0.156294,8.893396,4387.873442,11.842033,OWN,debt_consolidation,1
757.07009,126541.350093,0.296958,2.143908,52355.398043,9.936271,MORTGAGE,debt_consolidation,0
713.022474,26660.636946,0.643401,2.555375,15047.967253,7.816218,RENT,vacation,1
745.764813,30136.293644,0.142122,11.224158,20854.472089,15.330028,MORTGAGE,debt_consolidation,1
831.743439,23050.743057,0.166997,3.432088,15227.307844,15.592728,MORTGAGE,home_improvement,1
660.368951,42599.086337,0.129697,3.929097,64862.28921,7.905618,MORTGAGE,major_purchase,1
619.701107,64848.886854,0.178287,15.674756,9305.073353,10.461752,MORTGAGE,home_improvement,1
608.838846,88645.514286,0.170765,10.889745,22208.168681,10.498019,OWN,credit_card,1
614.735177,46837.028944,0.185265,0.928436,31863.201225,10.885704,RENT,car,1
673.831863,40460.905316,0.218931,3.204814,7131.651136,11.225032,OWN,major_purchase,1
707.292158,53693.906193,0.338275,17.753634,11568.848385,14.314015,OWN,credit_card,1
702.135264,29700.354449,0.460449,2.328993,19856.268437,8.384739,MORTGAGE,credit_card,1
746.17466,171737.638383,0.301102,2.322678,11841.131571,8.037786,MORTGAGE,car,1
681.040151,18683.636826,0.24098,1.084753,12445.143683,15.328169,MORTGAGE,vacation,1
796.282726,54767.068216,0.041859,0.607015,17241.872221,9.380743,MORTGAGE,credit_card,1
658.827453,165076.409165,0.649238,6.741233,34707.356007,6.579376,MORTGAGE,major_purchase,1
850.0,49221.20998,0.281072,7.349042,17328.322078,9.302045,RENT,debt_consolidation,1
730.053388,43738.175414,0.291343,17.370932,46858.998335,9.844815,MORTGAGE,credit_card,1
611.427395,39558.376514,0.546293,7.423246,10955.20048,16.44237,RENT,debt_consolidation,1
594.3286,43992.084146,0.18969,1.394289,9169.650193,14.236892,RENT,debt_consolidation,0
718.597793,111715.315092,0.248597,0.204717,84833.160078,15.016322,RENT,home_improvement,1
662.122977,15000.0,0.439221,21.146488,13897.014483,13.869908,RENT,credit_card,1
737.12004,123014.833024,0.463607,2.080993,8798.720525,14.311853,RENT,debt_consolidation,0
717.85901,20860.771417,0.267258,1.869625,6506.534384,8.591713,OWN,credit_card,1
674.173687,41773.130569,0.28193,11.819921,46750.134778,10.304892,RENT,credit_card,1
612.256503,37890.410874,0.569273,4.398588,17345.473184,7.535296,MORTGAGE,vacation,1
558.812222,69782.040894,0.22367,1.209537,18442.317839,10.263292,RENT,major_purchase,0
644.278804,18790.85114,0.230613,10.995463,19703.642614,13.394367,RENT,credit_card,1
748.511904,64686.228076,0.353154,25.07386,44759.545995,11.471041,RENT,medical,1
697.1275,165146.093118,0.232142,0.453337,19425.25138,15.590183,RENT,debt_consolidation,1
580.340898,21635.60459,0.238439,9.911633,100000.0,7.005045,MORTGAGE,home_improvement,0
693.854474,54930.481971,0.365263,2.47571,24188.495386,12.750834,MORTGAGE,car,0
710.82539,32952.113922,0.413321,3.712448,46316.304952,6.63094,RENT,credit_card,1
609.291405,63293.145968,0.141278,12.314707,38702.826036,11.329618,MORTGAGE,home_improvement,1
692.298008,49587.232309,0.278941,18.130311,21471.609987,13.591167,OWN,debt_consolidation,1
684.656697,33359.833137,0.477018,1.520168,14605.015992,10.249241,RENT,debt_consolidation,1
588.562376,65691.404798,0.361797,1.196687,27788.42233,12.928943,RENT,credit_card,0
708.622989,144727.633574,0.296198,0.419716,31478.785189,7.640937,MORTGAGE,car,1
724.862762,43715.487571,0.346225,4.125375,14752.823487,5.177085,RENT,credit_card,1
766.644099,75497.49571,0.10846,0.068489,24746.4471,12.949604,OTHER,medical,1
764.304164,22562.312962,0.226908,2.654277,52330.962118,17.104036,MORTGAGE,medical,1
569.786451,27615.657012,0.150516,0.38108,93804.059973,7.513843,MORTGAGE,debt_consolidation,0
604.973997,65084.634212,0.294506,2.597867,40056.992209,15.27768,RENT,credit_card,0
721.202821,119428.07868,0.536216,0.203757,81140.036002,11.151982,MORTGAGE,home_improvement,1
721.102876,60679.91358,0.137516,9.015637,14177.876733,6.32508,RENT,credit_card,1
721.203815,40626.06691,0.264319,1.17696,36001.560958,7.039731,OWN,debt_consolidation,1
850.0,48999.964042,0.166741,1.989782,56216.391441,11.055247,MORTGAGE,vacation,1
725.671241,23150.122698,0.128756,10.202951,11761.263627,9.584382,RENT,other,1
770.845251,70453.57039,0.326856,6.857345,15679.147465,6.404805,MORTGAGE,credit_card,1
756.320141,83233.054485,0.115763,1.236146,74349.582258,5.070863,RENT,home_improvement,1
732.1113,37374.569802,0.338417,0.373076,11130.349005,8.036482,RENT,debt_consolidation,1
654.77846,36974.165253,0.359838,6.288165,8614.559166,11.678332,MORTGAGE,credit_card,1
740.717538,57499.235888,0.173783,2.477244,64188.997825,10.977597,MORTGAGE,medical,1
618.173983,37720.845753,0.278303,7.26388,50905.90754,9.245667,MORTGAGE,major_purchase,1
661.054511,47113.762333,0.674195,2.946592,29806.571574,11.706605,RENT,debt_consolidation,1
641.170916,172790.139993,0.036352,2.123258,21332.829832,14.640094,MORTGAGE,credit_card,0
686.549931,42267.957816,0.224494,3.000155,16204.315037,12.379443,RENT,home_improvement,1
850.0,39537.145792,0.598347,6.902734,26832.368342,10.57542,MORTGAGE,debt_consolidation,1
530.618785,33238.858812,0.346636,11.625191,66560.385695,14.248252,MORTGAGE,debt_consolidation,0
734.900815,76612.473577,0.403168,0.255241,26029.773288,7.640524,MORTGAGE,credit_card,1
550.98273,43970.115812,0.52805,3.712859,100000.0,10.212782,OWN,home_improvement,0
642.245451,33202.358018,0.459943,0.166933,11748.027229,10.296192,OWN,debt_consolidation,1
767.116048,108313.21193,0.335461,3.15941,21725.098237,6.670664,OTHER,debt_consolidation,1
685.142402,114893.604714,0.39012,10.826428,16964.173068,9.53044,OTHER,debt_consolidation,1
593.780418,34191.961807,0.146523,2.243875,10305.169276,5.0,MORTGAGE,debt_consolidation,1
622.775703,15995.713022,0.233583,13.474467,19788.206084,17.692623,OWN,credit_card,1
734.36782,89725.313848,0.535585,4.979491,29499.556584,7.719052,OWN,debt_consolidation,1
621.570669,32507.369763,0.545891,13.602285,31791.718997,16.551399,MORTGAGE,debt_consolidation,1
697.316687,78776.921572,0.293247,7.076899,100000.0,11.133296,RENT,major_purchase,1
683.645747,15032.017562,0.260601,0.545923,30489.182538,12.977024,RENT,debt_consolidation,1
627.871972,83747.232384,0.146188,1.314306,49271.237039,9.289201,OWN,credit_card,0
850.0,23701.576465,0.383583,2.505783,23069.483728,11.727754,MORTGAGE,car,1
730.713522,75997.7088,0.037206,0.932292,71299.095488,13.276714,MORTGAGE,home_improvement,1
517.988593,49442.410188,0.152659,3.415109,100000.0,13.325933,RENT,home_improvement,0
694.916345,27657.061091,0.329094,3.187315,31944.637064,13.711707,RENT,credit_card,1
627.057083,38398.674212,0.303409,15.64737,10994.370952,9.710836,MORTGAGE,debt_consolidation,1
748.194667,73997.831979,0.266243,2.843403,15000.465067,9.318741,OWN,home_improvement,0
616.598341,52236.495227,0.239353,7.700184,26832.094668,5.420383,RENT,home_improvement,0
670.821085,69608.90533,0.06726,14.228856,30319.569002,12.831267,OWN,debt_consolidation,1
720.398982,160470.330972,0.542115,10.477401,35914.543148,14.788325,MORTGAGE,credit_card,1
749.260416,19176.771981,0.166931,1.170186,30398.190934,16.655936,RENT,medical,1
583.976287,129356.513889,0.312503,3.426192,22134.426627,12.068104,RENT,debt_consolidation,0
653.239901,52188.297479,0.575486,2.136558,14110.311077,8.317321,RENT,credit_card,0
642.004375,28587.635296,0.425089,2.552951,29167.104147,5.060163,RENT,credit_card,1
627.733661,22066.410062,0.603467,2.237743,80699.781786,14.645834,MORTGAGE,other,0
821.236339,43762.289952,0.164422,8.753833,44978.956399,5.0,RENT,major_purchase,1
712.398537,85219.884109,0.2087,3.008669,32025.660938,9.807886,RENT,other,1
579.129284,45409.223663,0.480718,3.708477,45283.44747,10.214926,OWN,credit_card,1
753.428956,121381.40301,0.250768,20.212754,16987.87579,10.756907,MORTGAGE,debt_consolidation,1
849.772496,20522.858362,0.137013,0.309267,15432.244494,11.125309,MORTGAGE,debt_consolidation,1
762.597221,48666.521605,0.624506,3.34674,13050.091536,11.483516,RENT,home_improvement,0
558.450403,23122.557458,0.191812,7.437467,20177.014996,5.0,MORTGAGE,home_improvement,0
641.261274,60972.555347,0.299208,0.819434,16392.773432,11.051296,OWN,car,1
781.352892,83460.807889,0.268489,4.727717,51317.767615,5.0,MORTGAGE,credit_card,1
623.386443,38083.748585,0.314492,1.368664,15792.234449,13.562763,OWN,home_improvement,1
715.505554,15000.0,0.166359,10.102246,12557.769022,9.057062,OWN,credit_card,1
741.970724,55235.927888,0.03518,1.98079,85802.551705,5.0,MORTGAGE,debt_consolidation,1
605.845562,63706.57988,0.345881,1.995399,16059.202653,8.150284,MORTGAGE,credit_card,1
675.237972,62478.442297,0.348472,4.558928,24525.53062,9.004736,RENT,credit_card,1
420.698613,102895.512965,0.082141,1.014027,30209.930606,15.167449,RENT,car,1
598.048989,25780.348438,0.215715,1.676585,9939.92562,11.688232,RENT,credit_card,1
659.794548,73727.39091,0.082693,2.694684,52304.549702,12.205557,RENT,vacation,0
580.177345,100258.237111,0.416718,2.181977,34405.899587,15.134276,RENT,credit_card,1
810.592904,16862.499141,0.087983,3.72091,65569.688875,10.663495,OWN,debt_consolidation,1
565.58869,59384.652441,0.353066,4.576957,13691.693909,13.639658,RENT,debt_consolidation,1
644.796441,36224.541185,0.382417,4.181249,23609.112863,13.393514,OTHER,debt_consolidation,0
690.459246,46680.714664,0.253791,5.309015,22641.709298,6.497357,MORTGAGE,credit_card,1
795.301863,60391.635554,0.606678,1.839037,26495.281673,16.155443,RENT,debt_consolidation,0
565.131028,36594.852284,0.019294,0.675813,7956.700445,6.028944,MORTGAGE,credit_card,0
773.0531,32681.849856,0.418711,7.152434,23803.441858,14.210783,RENT,vacation,1
680.818645,50035.671022,0.340378,9.511681,8115.046922,5.690244,OTHER,home_improvement,1
601.479308,25531.095936,0.484874,1.485338,28306.135149,13.104329,OWN,other,1
716.968278,25552.870117,0.614651,2.61358,4963.893109,17.516702,RENT,debt_consolidation,0
695.924776,73690.116873,0.282445,3.451449,6026.304298,10.254575,OWN,credit_card,1
631.98265,24605.458287,0.23873,3.810631,39065.074109,10.102755,MORTGAGE,debt_consolidation,0
685.584167,73114.903305,0.536694,5.386556,15021.128886,13.13654,RENT,major_purchase,1
649.174912,64702.477748,0.168825,0.212467,11031.381442,9.847112,MORTGAGE,debt_consolidation,1
689.081388,17405.055043,0.421936,6.391275,53615.416917,17.363975,MORTGAGE,credit_card,1
732.970454,32645.464378,0.326495,0.319872,27704.173595,11.672673,RENT,credit_card,0
806.881345,100354.645069,0.56655,3.158272,40556.978336,9.879407,MORTGAGE,credit_card,1
580.97476,27208.934737,0.071465,8.791753,19606.776973,9.109001,RENT,major_purchase,1
850.0,37099.450702,0.061517,3.000246,100000.0,7.73468,MORTGAGE,debt_consolidation,1
523.832976,64681.890123,0.20767,0.807243,14426.762933,8.802858,RENT,credit_card,1
667.857192,78435.6879,0.278206,21.00982,74693.390346,9.772643,OWN,other,1
727.065377,42153.654772,0.387627,11.004001,21100.32605,9.293263,MORTGAGE,credit_card,1
702.479349,34251.782399,0.137322,7.377019,6917.728364,8.696387,RENT,credit_card,1
630.184038,115084.499642,0.042555,2.65099,30884.018302,18.345944,RENT,debt_consolidation,1
663.35022,139154.45723,0.702723,1.015759,27455.829519,7.394667,RENT,other,1
640.559925,88195.818403,0.203177,14.186057,10552.042584,11.513214,MORTGAGE,car,1
632.850819,51595.559189,0.463689,3.800188,11550.066875,13.073824,RENT,home_improvement,0
747.968168,30183.19426,0.120205,9.564738,21648.937366,13.205378,OWN,major_purchase,1
708.561239,29784.20076,0.228286,2.093474,28136.514796,10.794875,OWN,credit_card,1
624.567232,67071.095535,0.08954,2.042009,3907.041441,10.157541,MORTGAGE,debt_consolidation,1
751.96799,63009.38311,0.648917,21.182012,46036.277997,12.580416,RENT,debt_consolidation,1
704.583962,113659.129472,0.186266,3.688977,15581.684272,11.932826,RENT,home_improvement,1
745.02897,72422.337191,0.069841,0.758159,8671.323933,10.093644,MORTGAGE,credit_card,1
730.370307,19893.569523,0.545249,1.240222,42563.254347,5.533425,MORTGAGE,other,1
613.680399,92149.595235,0.207666,3.288362,21665.30505,9.362267,MORTGAGE,home_improvement,1
635.185517,26934.509478,0.584664,0.216996,51602.017201,6.987074,MORTGAGE,vacation,1
739.783488,38933.768459,0.342746,3.104449,29928.503036,8.664942,RENT,credit_card,1
728.829621,56960.887311,0.28746,2.714514,22003.126765,11.116281,OWN,credit_card,1
678.327872,162332.258767,0.420334,7.555576,19793.107272,12.255577,RENT,debt_consolidation,1
689.386191,316776.302561,0.157395,2.192075,30881.078603,17.231585,MORTGAGE,credit_card,1
782.213192,70546.957823,0.194763,20.241723,16490.30842,9.119078,MORTGAGE,major_purchase,1
632.674289,43918.109398,0.300697,0.996952,12127.115658,13.71119,RENT,debt_consolidation,1
723.76779,67555.407303,0.417278,4.470038,33756.773952,12.07086,MORTGAGE,car,0
